methodology,enterprise_value,equity_value,value_per_share,current_price,upside_pct,wacc,terminal_growth,pv_fcf_10yr,pv_terminal_value,terminal_value_pct
DCF,34721.26920314003,30342.76920314003,476.78769960936563,225.3,111.62347963132073,0.085,0.025,14311.033305586916,20410.235897553113,58.7830928015365
