methodology,entry_price,entry_multiple,exit_multiple,initial_equity,exit_equity_value,moic,irr,hold_period_years
LBO,355,9.88845654993515,9.0,14117.328000000001,25962.221648047424,1.8390322621991513,0.12958227672010203,5
