current_price,weighted_average_low,weighted_average_base,weighted_average_high,median_base,min_valuation,max_valuation,recommended_offer_low,recommended_offer_high,upside_to_weighted_avg
208.39,317.02552247875735,384.0729120574594,454.59030163616137,359.7645429362881,210.2631578947368,530.59,333,375,84.30486686379356
