cost_synergies_annual,revenue_synergies_annual,total_synergies_annual,implementation_cost,synergy_value_at_10x,synergy_value_per_share,base_fair_value,combined_fair_value,upside_pct
433.09029999999996,90.6558,523.7461,185,4330.902999999999,66.64978454909202,448.89,515.539784549092,147.39180601232883
